age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
48,Local-gov,381667,10th,4,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,35226,632,61,India,<=50K
65,Without-pay,342488,11th,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,86628,4013,40,Jamaica,>50K
68,Without-pay,464672,Masters,13,Separated,Other-service,Husband,Asian-Pac-Islander,Male,84355,1202,43,Jamaica,<=50K
52,Private,132976,Masters,6,Separated,Sales,Wife,Black,Male,93086,1647,94,Mexico,<=50K
55,Without-pay,183719,7th-8th,10,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,8401,8168,15,Mexico,>50K
88,Never-worked,359959,Assoc-voc,11,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,53469,9592,17,Canada,>50K
21,Never-worked,188855,11th,1,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,2797,4641,83,Mexico,<=50K
55,Local-gov,315084,Assoc-voc,14,Divorced,Sales,Unmarried,White,Male,77930,7866,83,Cuba,<=50K
69,Never-worked,58177,Some-college,9,Separated,Craft-repair,Not-in-family,Black,Female,22058,4776,76,Germany,>50K
79,Without-pay,95843,10th,2,Separated,Tech-support,Wife,Black,Female,72158,4690,46,Cuba,<=50K
63,State-gov,479475,Assoc-voc,13,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,6891,6194,58,United-States,<=50K
50,Private,431423,Bachelors,8,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,25420,585,39,Jamaica,<=50K
31,Never-worked,326613,10th,3,Widowed,Other-service,Not-in-family,White,Female,10701,8943,5,United-States,>50K
62,Without-pay,30585,10th,2,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,22752,949,78,India,<=50K
29,Private,236745,Masters,12,Married-civ-spouse,Sales,Not-in-family,Black,Male,83150,2752,33,Canada,>50K
83,Self-emp-not-inc,421063,Bachelors,2,Widowed,Exec-managerial,Not-in-family,Black,Male,78048,6596,79,Cuba,>50K
57,Federal-gov,294330,Masters,6,Married-civ-spouse,Craft-repair,Husband,White,Female,30675,981,25,United-States,<=50K
66,Private,200553,7th-8th,5,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,71026,2297,15,India,<=50K
48,State-gov,282914,7th-8th,13,Married-civ-spouse,Other-service,Unmarried,Black,Female,71400,8796,64,Mexico,>50K
64,Federal-gov,336961,Bachelors,15,Separated,Tech-support,Own-child,Black,Male,30529,6028,60,Canada,>50K
23,Federal-gov,395980,11th,1,Separated,Exec-managerial,Not-in-family,Other,Male,69706,8719,24,Mexico,<=50K
38,Private,431252,Some-college,13,Married-civ-spouse,Prof-specialty,Own-child,Other,Female,18217,7142,14,Cuba,<=50K
62,Without-pay,387768,HS-grad,13,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,74395,7635,94,Jamaica,<=50K
56,State-gov,450365,HS-grad,6,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,2413,4426,76,Cuba,>50K
33,Never-worked,25421,Masters,4,Separated,Prof-specialty,Unmarried,Other,Male,9218,8695,9,Canada,<=50K
54,State-gov,67787,HS-grad,8,Divorced,Craft-repair,Husband,Other,Male,44392,8073,48,Cuba,<=50K
35,Without-pay,236477,Some-college,3,Divorced,Tech-support,Wife,Black,Female,61429,2295,48,Mexico,>50K
29,Never-worked,31779,Some-college,3,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,61211,81,4,Canada,<=50K
89,Never-worked,185754,Assoc-acdm,16,Widowed,Tech-support,Own-child,White,Male,39374,4383,43,India,<=50K
84,Never-worked,434182,Bachelors,8,Married-civ-spouse,Craft-repair,Unmarried,White,Male,83212,2025,60,Cuba,<=50K
21,Local-gov,71871,7th-8th,2,Widowed,Prof-specialty,Unmarried,Black,Male,56787,9856,27,United-States,>50K
69,Local-gov,483221,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,5114,8405,62,Jamaica,>50K
57,Self-emp-not-inc,39623,7th-8th,1,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,88544,1469,90,United-States,<=50K
79,State-gov,76364,7th-8th,15,Separated,Craft-repair,Unmarried,Other,Male,74260,9953,11,Jamaica,>50K
66,Self-emp-not-inc,484636,Some-college,3,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,72400,5377,67,Cuba,>50K
78,Never-worked,440318,HS-grad,16,Divorced,Tech-support,Unmarried,White,Male,84372,4670,73,Mexico,<=50K
63,Never-worked,353461,Assoc-acdm,13,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Female,72531,8755,23,Jamaica,<=50K
31,State-gov,452981,Assoc-acdm,11,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,99963,3059,70,Mexico,>50K
82,Without-pay,472686,HS-grad,6,Widowed,Exec-managerial,Husband,Black,Male,54326,5724,48,Mexico,>50K
42,Federal-gov,336651,Masters,5,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Male,63755,5830,11,Mexico,<=50K
72,Never-worked,90062,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,2973,1572,86,Germany,>50K
38,Local-gov,33998,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,17514,4255,71,India,>50K
79,State-gov,209331,7th-8th,9,Divorced,Craft-repair,Not-in-family,Black,Female,75377,2236,48,United-States,>50K
85,Private,399527,11th,14,Divorced,Craft-repair,Unmarried,White,Male,61233,2807,31,Jamaica,>50K
60,Federal-gov,202622,Bachelors,14,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,17899,387,55,Canada,<=50K
50,Federal-gov,376590,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Wife,Black,Male,35088,3187,21,Germany,<=50K
82,Local-gov,246238,10th,3,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,79489,960,7,India,>50K
39,State-gov,497185,HS-grad,6,Divorced,Craft-repair,Wife,Other,Female,27285,6485,25,India,>50K
70,Federal-gov,308071,11th,1,Separated,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,48488,4,25,Jamaica,>50K
28,Local-gov,229748,Some-college,14,Married-civ-spouse,Tech-support,Unmarried,Black,Female,56059,7361,28,Canada,<=50K
85,Never-worked,286937,Assoc-acdm,15,Divorced,Tech-support,Unmarried,Black,Male,89384,6923,27,Cuba,>50K
78,State-gov,50687,Some-college,7,Separated,Sales,Unmarried,Other,Male,90234,5535,38,Canada,>50K
41,Never-worked,492888,Assoc-voc,7,Never-married,Sales,Wife,Amer-Indian-Eskimo,Male,82929,6650,29,Jamaica,>50K
55,Private,184118,Assoc-acdm,2,Widowed,Other-service,Husband,White,Female,48444,6167,32,Canada,>50K
19,State-gov,287631,Some-college,5,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,56485,2549,56,Germany,<=50K
44,Never-worked,322178,Assoc-acdm,10,Separated,Prof-specialty,Unmarried,Black,Female,82312,847,44,Canada,<=50K
45,State-gov,80654,Bachelors,9,Widowed,Prof-specialty,Own-child,Other,Male,59788,4655,78,Germany,>50K
72,Private,41927,Assoc-voc,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92871,5033,40,United-States,<=50K
88,State-gov,40470,10th,12,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,94547,1854,92,Cuba,>50K
48,Without-pay,444521,Assoc-voc,12,Divorced,Sales,Husband,Black,Female,8349,4280,92,Jamaica,<=50K
37,Federal-gov,44016,Masters,12,Married-civ-spouse,Sales,Wife,White,Female,21414,5346,65,India,>50K
42,Local-gov,471040,7th-8th,14,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,20077,1122,74,India,>50K
80,Self-emp-not-inc,463809,Assoc-voc,4,Married-civ-spouse,Other-service,Husband,Other,Female,58894,8058,10,Cuba,>50K
49,Private,314323,7th-8th,1,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,51195,7599,46,Cuba,>50K
88,State-gov,83516,Some-college,16,Widowed,Tech-support,Unmarried,White,Female,82610,2412,38,United-States,<=50K
77,Never-worked,141856,10th,13,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,95560,1020,77,United-States,>50K
34,Self-emp-not-inc,486064,Masters,9,Married-civ-spouse,Sales,Husband,Black,Male,83206,5221,83,Jamaica,>50K
83,Without-pay,72131,11th,5,Widowed,Craft-repair,Not-in-family,White,Female,48541,3967,27,United-States,<=50K
27,Without-pay,227787,HS-grad,9,Separated,Craft-repair,Husband,Asian-Pac-Islander,Female,30170,484,32,Canada,<=50K
50,Local-gov,403328,10th,1,Separated,Tech-support,Husband,White,Female,55963,4892,84,India,<=50K
49,Local-gov,18780,Masters,8,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,76457,3180,5,Jamaica,>50K
66,Federal-gov,481320,Assoc-voc,7,Widowed,Tech-support,Husband,Other,Male,60653,7842,87,Mexico,>50K
24,Without-pay,212317,HS-grad,1,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,1581,1151,67,Germany,<=50K
44,Private,230057,HS-grad,9,Separated,Tech-support,Not-in-family,Other,Female,38923,6904,6,Cuba,>50K
29,Private,295273,7th-8th,11,Never-married,Other-service,Not-in-family,Black,Female,83059,1014,52,United-States,>50K
64,Federal-gov,423073,Some-college,5,Widowed,Sales,Wife,Asian-Pac-Islander,Male,3940,9900,69,United-States,<=50K
44,Self-emp-not-inc,204156,7th-8th,9,Never-married,Tech-support,Husband,Other,Male,8872,8089,80,Mexico,<=50K
87,Never-worked,397048,Bachelors,7,Divorced,Tech-support,Unmarried,White,Female,47234,5080,58,Mexico,>50K
56,State-gov,458490,7th-8th,2,Married-civ-spouse,Tech-support,Not-in-family,White,Male,83124,2116,15,Germany,>50K
18,Federal-gov,185709,Masters,12,Widowed,Prof-specialty,Own-child,Black,Female,98987,6665,44,Jamaica,<=50K
76,State-gov,158112,7th-8th,3,Widowed,Craft-repair,Wife,Black,Female,454,6406,95,Cuba,>50K
39,Private,63900,Assoc-voc,10,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,70341,1816,78,Jamaica,<=50K
69,State-gov,260343,Bachelors,3,Separated,Exec-managerial,Unmarried,White,Female,65039,8445,62,Mexico,>50K
59,State-gov,331184,10th,10,Separated,Craft-repair,Wife,Black,Male,24420,3110,35,India,>50K
24,Without-pay,134805,Masters,11,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,90422,888,64,Canada,<=50K
82,State-gov,147281,Masters,8,Separated,Prof-specialty,Own-child,Black,Female,93555,9526,88,Germany,>50K
90,Without-pay,168398,Masters,12,Never-married,Prof-specialty,Not-in-family,Other,Female,75306,3167,69,Germany,<=50K
79,Never-worked,46056,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,10646,73,24,Jamaica,<=50K
89,Never-worked,225266,Masters,7,Never-married,Prof-specialty,Wife,Other,Female,551,1546,90,Mexico,>50K
53,Local-gov,338875,Some-college,2,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,50898,6753,47,United-States,<=50K
36,Local-gov,341736,Assoc-acdm,11,Separated,Sales,Husband,Black,Female,84018,2450,81,United-States,<=50K
70,Never-worked,455972,Assoc-acdm,12,Divorced,Other-service,Husband,White,Female,19106,5339,25,Jamaica,>50K
78,Never-worked,379668,Some-college,14,Divorced,Craft-repair,Unmarried,Other,Female,19400,3860,21,Germany,>50K
88,Never-worked,37160,Assoc-voc,6,Never-married,Exec-managerial,Wife,Black,Female,3749,8745,88,Germany,>50K
80,Never-worked,455323,11th,9,Never-married,Tech-support,Wife,Asian-Pac-Islander,Male,45094,4806,29,Canada,<=50K
41,Without-pay,447842,10th,7,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,2299,8962,10,Germany,<=50K
32,Private,482314,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,30392,724,23,Canada,<=50K
90,Never-worked,257366,7th-8th,14,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,32022,8081,23,Mexico,>50K
63,Without-pay,404002,Assoc-acdm,14,Never-married,Prof-specialty,Unmarried,Other,Female,94972,4260,96,Germany,>50K
29,State-gov,155881,10th,15,Separated,Exec-managerial,Not-in-family,Black,Female,13061,2344,92,Jamaica,<=50K
44,Federal-gov,32867,Masters,5,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,77887,24,90,Germany,<=50K
63,Self-emp-not-inc,293855,Masters,8,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Female,46657,8667,96,Germany,>50K
63,Self-emp-not-inc,173742,Bachelors,2,Never-married,Exec-managerial,Husband,Other,Female,93572,4050,36,India,<=50K
81,Self-emp-not-inc,478204,Masters,7,Never-married,Sales,Unmarried,Other,Female,53997,194,29,Mexico,<=50K
60,Without-pay,305629,11th,11,Separated,Tech-support,Husband,Other,Female,45925,1193,28,Cuba,>50K
43,Local-gov,55280,HS-grad,6,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,7429,1117,48,Mexico,>50K
82,Private,107086,Assoc-voc,2,Separated,Other-service,Own-child,White,Male,11030,6471,28,India,<=50K
37,Local-gov,330984,10th,3,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,55261,623,44,Canada,>50K
87,Never-worked,439441,Assoc-acdm,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,40722,8135,41,Mexico,<=50K
40,Private,175613,Assoc-acdm,16,Divorced,Prof-specialty,Not-in-family,White,Female,40745,2799,23,Mexico,>50K
53,Federal-gov,399157,10th,2,Never-married,Tech-support,Own-child,Black,Male,47630,5820,10,Canada,<=50K
63,Never-worked,260251,Assoc-voc,16,Widowed,Craft-repair,Unmarried,Other,Male,36475,2610,37,United-States,>50K
81,Local-gov,387930,10th,11,Separated,Other-service,Husband,White,Male,28159,1445,1,Mexico,>50K
49,Self-emp-not-inc,298992,Bachelors,11,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,14333,8786,73,Canada,<=50K
79,Without-pay,45985,Assoc-voc,14,Widowed,Craft-repair,Not-in-family,White,Female,72214,5179,85,Canada,<=50K
80,Never-worked,203553,Assoc-acdm,13,Widowed,Sales,Unmarried,Other,Female,57175,5442,70,Mexico,<=50K
76,State-gov,259312,Assoc-acdm,14,Widowed,Sales,Husband,Asian-Pac-Islander,Male,97851,2191,89,Germany,>50K
78,Without-pay,172564,7th-8th,5,Married-civ-spouse,Tech-support,Not-in-family,White,Female,14221,1271,86,Jamaica,<=50K
63,Self-emp-not-inc,210704,7th-8th,7,Never-married,Craft-repair,Husband,Black,Female,45122,4378,41,Cuba,>50K
89,Private,120479,7th-8th,5,Married-civ-spouse,Other-service,Unmarried,Other,Female,42591,4414,32,Canada,<=50K
55,Local-gov,249149,Assoc-voc,15,Married-civ-spouse,Exec-managerial,Wife,Other,Female,22267,473,54,Germany,>50K
77,Self-emp-not-inc,24051,Masters,8,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,3268,6130,42,India,>50K
46,Private,406147,Some-college,5,Never-married,Sales,Husband,Black,Male,35434,7643,85,United-States,<=50K
22,Never-worked,466425,Bachelors,8,Separated,Tech-support,Husband,Black,Female,63831,586,90,Mexico,<=50K
41,Without-pay,385838,Bachelors,6,Widowed,Sales,Own-child,Other,Female,27684,697,90,India,>50K
83,Never-worked,377043,Masters,13,Never-married,Prof-specialty,Husband,Black,Male,22476,7187,99,Cuba,<=50K
33,Without-pay,294899,Some-college,9,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,42034,896,61,Jamaica,>50K
65,Self-emp-not-inc,443950,11th,16,Never-married,Craft-repair,Wife,White,Female,27056,9382,93,Mexico,>50K
45,Without-pay,266129,11th,13,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,14256,702,55,United-States,<=50K
66,Federal-gov,382826,10th,10,Never-married,Tech-support,Own-child,Other,Female,83083,1785,12,Mexico,>50K
39,Self-emp-not-inc,178331,Masters,9,Never-married,Craft-repair,Wife,Black,Male,53877,8388,72,Jamaica,>50K
38,State-gov,96662,Masters,4,Divorced,Prof-specialty,Unmarried,Other,Male,90542,5792,3,Mexico,>50K
68,Local-gov,284810,HS-grad,13,Divorced,Exec-managerial,Husband,Black,Female,69050,8485,49,Cuba,>50K
63,Self-emp-not-inc,316719,Assoc-voc,10,Never-married,Other-service,Wife,White,Female,63546,4526,82,Jamaica,<=50K
87,State-gov,412101,Assoc-acdm,15,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,89360,8834,15,Jamaica,>50K
25,Local-gov,247625,Masters,8,Married-civ-spouse,Prof-specialty,Unmarried,Other,Male,37144,4343,65,India,<=50K
82,State-gov,326094,HS-grad,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,45745,943,39,Mexico,<=50K
71,Federal-gov,476005,11th,2,Divorced,Other-service,Not-in-family,Other,Female,51486,1089,92,Mexico,<=50K
20,Without-pay,346867,Masters,10,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Male,18179,5542,91,India,<=50K
56,Private,225979,7th-8th,5,Divorced,Other-service,Wife,White,Female,79044,783,13,Mexico,<=50K
68,Local-gov,93445,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,White,Female,14154,9947,22,Germany,>50K
40,Never-worked,229776,10th,5,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Male,31562,896,69,India,>50K
76,State-gov,232731,Some-college,11,Divorced,Other-service,Wife,Amer-Indian-Eskimo,Male,81163,3301,39,Mexico,>50K
54,Self-emp-not-inc,212181,HS-grad,4,Divorced,Other-service,Wife,White,Male,57919,1132,31,Mexico,<=50K
21,Never-worked,357528,Masters,8,Divorced,Tech-support,Husband,Black,Male,50437,7656,64,United-States,<=50K
32,Local-gov,295379,Masters,6,Divorced,Sales,Husband,Black,Male,25673,8763,40,United-States,<=50K
74,Federal-gov,458217,Assoc-voc,8,Separated,Prof-specialty,Unmarried,Other,Female,79322,3228,50,Jamaica,<=50K
73,State-gov,300955,Bachelors,3,Widowed,Prof-specialty,Husband,Asian-Pac-Islander,Male,39763,5497,70,Cuba,<=50K
28,Private,32081,Assoc-acdm,10,Divorced,Prof-specialty,Wife,Black,Male,18198,3337,76,Mexico,<=50K
41,Private,148388,Assoc-acdm,11,Widowed,Prof-specialty,Own-child,Black,Female,37375,7492,12,Mexico,>50K
68,Private,193800,10th,4,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,29740,5790,31,United-States,<=50K
21,State-gov,60137,Assoc-acdm,10,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,76160,4364,57,Germany,>50K
34,Federal-gov,279372,Masters,10,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Female,40267,6987,85,Canada,<=50K
49,Never-worked,478464,Assoc-voc,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,74025,2781,30,India,>50K
84,Self-emp-not-inc,293108,Masters,7,Separated,Exec-managerial,Unmarried,Other,Female,9524,2001,90,Cuba,<=50K
67,Private,199787,7th-8th,2,Divorced,Prof-specialty,Not-in-family,Black,Female,49529,747,28,India,>50K
20,Self-emp-not-inc,328136,10th,15,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,26499,3078,97,Cuba,<=50K
58,State-gov,484923,HS-grad,4,Separated,Craft-repair,Own-child,Other,Male,6254,2668,96,United-States,>50K
18,Federal-gov,75212,HS-grad,16,Separated,Sales,Wife,Other,Female,64549,8042,37,Mexico,<=50K
43,Local-gov,222091,10th,7,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,31368,8645,18,India,<=50K
46,Without-pay,197955,Assoc-acdm,7,Married-civ-spouse,Tech-support,Unmarried,White,Male,48901,536,66,Jamaica,<=50K
22,Federal-gov,84652,Assoc-voc,5,Divorced,Craft-repair,Wife,Black,Female,66860,9330,90,Jamaica,<=50K
69,Never-worked,61093,Assoc-voc,9,Separated,Prof-specialty,Own-child,Black,Female,31435,7842,9,United-States,<=50K
26,Local-gov,323838,HS-grad,14,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,28887,4239,69,India,<=50K
45,Without-pay,137046,Bachelors,14,Widowed,Other-service,Husband,Other,Female,77129,7733,69,Germany,>50K
24,Local-gov,278494,10th,15,Married-civ-spouse,Craft-repair,Unmarried,White,Male,24213,6067,92,Germany,<=50K
24,Never-worked,18355,11th,14,Widowed,Other-service,Husband,Other,Female,60751,5800,27,Canada,>50K
56,Local-gov,324624,Assoc-voc,2,Never-married,Tech-support,Not-in-family,White,Male,81361,6009,7,Germany,>50K
89,Self-emp-not-inc,191839,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,61501,8115,56,Jamaica,>50K
30,Local-gov,369061,Assoc-voc,2,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,52822,4328,41,Germany,<=50K
65,Private,147386,Bachelors,14,Separated,Sales,Own-child,Black,Male,86227,2018,89,Canada,>50K
63,State-gov,459146,Masters,5,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,1752,8531,41,Jamaica,<=50K
19,Local-gov,139167,7th-8th,11,Married-civ-spouse,Sales,Husband,Black,Female,45489,3518,65,Jamaica,>50K
81,Local-gov,118510,HS-grad,8,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,17517,467,99,Germany,<=50K
82,State-gov,377008,Some-college,2,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,48052,4273,57,United-States,<=50K
23,Without-pay,252100,Bachelors,2,Separated,Other-service,Own-child,White,Female,88475,6049,53,Canada,>50K
25,Without-pay,492248,7th-8th,11,Separated,Other-service,Husband,Black,Male,57345,5295,93,India,>50K
25,Private,357422,HS-grad,15,Widowed,Other-service,Unmarried,White,Female,38738,6681,86,India,<=50K
76,Self-emp-not-inc,153282,Assoc-voc,5,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,73796,9563,5,India,>50K
